municipality;municipality_norm;province;province_norm;province_code;region;branch;branch_candidates;confidence;caps
Valenzano;VALENZANO;Bari;BARI;BA;Puglia;Bari;Bari;alta;70010
Andria;ANDRIA;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76123
Barletta;BARLETTA;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76121
Bisceglie;BISCEGLIE;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76011
Canosa Di Puglia;CANOSA DI PUGLIA;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76012
Loconia;LOCONIA;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76012
Margherita Di Savoia;MARGHERITA DI SAVOIA;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76016
Minervino Murge;MINERVINO MURGE;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76013
Montegrosso;MONTEGROSSO;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76123
San Ferdinando Di Puglia;SAN FERDINANDO DI PUGLIA;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76017
Spinazzola;SPINAZZOLA;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76014
Trani;TRANI;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76125
Trinitapoli;TRINITAPOLI;Barletta-Andria-Trani;BARLETTA ANDRIA TRANI;BT;Puglia;Bari;Bari;alta;76015
Brindisi;BRINDISI;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72100
Brindisi Casale;BRINDISI CASALE;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72100
Capece;CAPECE;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72021
Capece Bax;CAPECE BAX;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72021
Caranna;CARANNA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72014
Carovigno;CAROVIGNO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72012
Casalini;CASALINI;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72014
Ceglie Messapica;CEGLIE MESSAPICA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72013
Cellino San Marco;CELLINO SAN MARCO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72020
Cisternino;CISTERNINO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72014
Erchie;ERCHIE;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72020
Fasano;FASANO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Francavilla Fontana;FRANCAVILLA FONTANA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72021
Lamie Di Olimpie;LAMIE DI OLIMPIE;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Latiano;LATIANO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72022
Madonna Pozzo Guacito;MADONNA POZZO GUACITO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Marina Di Savelletri;MARINA DI SAVELLETRI;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Mesagne;MESAGNE;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72023
Montalbano;MONTALBANO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Oria;ORIA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72024
Ostuni;OSTUNI;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72017
Pezze Di Greco;PEZZE DI GRECO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
San Cosimo;SAN COSIMO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72024
San Cosimo Alla Macchia;SAN COSIMO ALLA MACCHIA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72024
San Donaci;SAN DONACI;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72025
San Michele Salentino;SAN MICHELE SALENTINO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72018
San Pancrazio Salentino;SAN PANCRAZIO SALENTINO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72026
San Pietro Vernotico;SAN PIETRO VERNOTICO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72027
San Vito Dei Normanni;SAN VITO DEI NORMANNI;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72019
Savelletri;SAVELLETRI;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Selva;SELVA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Selva Di Fasano;SELVA DI FASANO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Serranova;SERRANOVA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72012
Serranova Di Carovigno;SERRANOVA DI CAROVIGNO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72012
Stazione Di Fasano;STAZIONE DI FASANO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Torchiarolo;TORCHIAROLO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72020
Torre Canne;TORRE CANNE;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72015
Torre Santa Susanna;TORRE SANTA SUSANNA;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72028
Tuturano;TUTURANO;Brindisi;BRINDISI;BR;Puglia;Bari;Bari;alta;72020
